transmission_datetime,post_id,street_block,payment_type,session_start_dt,session_end_dt,meter_event_type,gross_paid_amt
125648969_4_06012017065533,201-01770,01ST ST 100,SMART CARD,2017-06-01T06:55:33.000,2017-06-01T07:40:01.000,AT,2.25
125648973_4_06012017065544,324-11360,BATTERY ST 1100,SMART CARD,2017-06-01T06:55:44.000,2017-06-01T09:00:01.000,NS,6.5
125648967_4_06012017065557,440-01030,GEARY ST 100,CREDIT CARD,2017-06-01T06:55:57.000,2017-06-01T08:00:00.000,NS,3.75
3804382_11_06012017065601,501-03030,JESSIE ST 300,CREDIT CARD,2017-06-01T06:56:01.000,2017-06-01T18:00:00.000,NS,9.35
3804383_11_06012017065601,340-01751,BLUXOME ST 100,CREDIT CARD,2017-06-01T06:56:01.000,2017-06-01T15:45:15.000,NS,11.82
3804895_11_06012017065601,500-04220,JACKSON ST 400,SMART CARD,2017-06-01T06:56:01.000,2017-06-01T11:00:00.000,NS,10
3804995_11_06012017065601,563-03140,MCALLISTER ST 300,CREDIT CARD,2017-06-01T06:56:01.000,2017-06-01T18:00:00.000,NS,3.85
125648981_4_06012017065605,350-04380,CALIFORNIA ST 400,SMART CARD,2017-06-01T06:56:05.000,2017-06-01T11:00:01.000,NS,15
125648987_4_06012017065605,202-03260,02ND ST 300,CREDIT CARD,2017-06-01T06:56:05.000,2017-06-01T11:55:00.000,NS,14.75
125648985_4_06012017065607,831-07580,EMBARCADERO SOUTH 700,CASH,2017-06-01T06:56:07.000,2017-06-01T07:30:01.000,NS,1.5
125648970_4_06012017065614,563-01400,MCALLISTER ST 100,CREDIT CARD,2017-06-01T06:56:14.000,2017-06-01T09:00:00.000,NS,6.5
125648975_4_06012017065618,845-05090,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:56:18.000,2017-06-01T16:00:00.000,NS,8.75
125648983_4_06012017065619,201-01770,01ST ST 100,SMART CARD,2017-06-01T06:56:19.000,2017-06-01T08:56:01.000,AT,4.75
125648976_4_06012017065628,815-13030,BATTERY ST 1300,CREDIT CARD,2017-06-01T06:56:28.000,2017-06-01T14:00:00.000,NS,21
125648977_4_06012017065630,470-00560,HOWARD ST 0,CREDIT CARD,2017-06-01T06:56:30.000,2017-06-01T10:56:15.000,NS,15.75
125648978_4_06012017065633,419-00210,FRANKLIN ST 0,CREDIT CARD,2017-06-01T06:56:33.000,2017-06-01T11:00:00.000,NS,6.5
125648982_4_06012017065645,201-02080,01ST ST 200,CREDIT CARD,2017-06-01T06:56:45.000,2017-06-01T09:40:00.000,NS,6
125648980_4_06012017065646,568-09680,MISSION ST 900,CREDIT CARD,2017-06-01T06:56:46.000,2017-06-01T08:00:00.000,NS,3.25
125648989_4_06012017065656,701-14060,VAN NESS AVE 1400,CASH,2017-06-01T06:56:56.000,2017-06-01T09:13:21.000,NS,0.5
3804385_11_06012017065701,501-03090,JESSIE ST 300,SMART CARD,2017-06-01T06:57:01.000,2017-06-01T07:15:31.000,NS,0.22
3804559_11_06012017065701,568-02453,MISSION ST 200,CREDIT CARD,2017-06-01T06:57:01.000,2017-06-01T16:45:49.000,NS,5.37
3804785_11_06012017065701,500-03180,JACKSON ST 300,CASH,2017-06-01T06:57:01.000,2017-06-01T08:53:20.000,NS,0
3804837_11_06012017065701,893-00520,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:57:01.000,2017-06-01T22:00:00.000,NS,12.25
125648988_4_06012017065710,701-14060,VAN NESS AVE 1400,CASH,2017-06-01T06:57:10.000,2017-06-01T09:20:01.000,AT,0.25
125648994_4_06012017065715,206-02350,06TH ST 200,CASH,2017-06-01T06:57:15.000,2017-06-01T07:27:43.000,NS,1.5
125648984_4_06012017065719,339-03630,BERRY ST 300,CREDIT CARD,2017-06-01T06:57:19.000,2017-06-01T13:07:30.000,NS,4.5
125648997_4_06012017065727,418-08340,FOLSOM ST 800,CASH,2017-06-01T06:57:27.000,2017-06-01T09:00:57.000,NS,0.05
125648986_4_06012017065731,440-00200,GEARY ST 0,CREDIT CARD,2017-06-01T06:57:31.000,2017-06-01T10:00:00.000,NS,11.25
125649000_4_06012017065738,444-01080,GRANT AVE 100,CASH,2017-06-01T06:57:38.000,2017-06-01T08:54:25.000,NS,7.15
125649004_4_06012017065743,585-04370,NORTH POINT ST 400,CASH,2017-06-01T06:57:43.000,2017-06-01T12:06:41.000,NS,1.75
125649003_4_06012017065746,206-01280,06TH ST 100,CASH,2017-06-01T06:57:46.000,2017-06-01T08:04:38.000,NS,3.5
125648990_4_06012017065749,443-02130,GOUGH ST 200,CREDIT CARD,2017-06-01T06:57:49.000,2017-06-01T10:00:00.000,NS,0.5
125648996_4_06012017065759,418-08340,FOLSOM ST 800,CASH,2017-06-01T06:57:59.000,2017-06-01T09:01:53.000,AT,0.05
125648991_4_06012017065800,201-02120,01ST ST 200,CREDIT CARD,2017-06-01T06:58:00.000,2017-06-01T09:40:00.000,NS,6
125648993_4_06012017065800,561-03470,MAIN ST 300,CREDIT CARD,2017-06-01T06:58:00.000,2017-06-01T10:00:00.000,NS,1.75
125649001_4_06012017065801,444-01080,GRANT AVE 100,CASH,2017-06-01T06:58:01.000,2017-06-01T08:57:37.000,NS,0.2
3804400_11_06012017065801,501-03090,JESSIE ST 300,SMART CARD,2017-06-01T06:58:01.000,2017-06-01T16:31:02.000,NS,7.87
3804593_11_06012017065801,684-04056,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:58:01.000,2017-06-01T12:00:00.000,NS,3.75
3804618_11_06012017065801,684-03666,TOWNSEND ST 300,CREDIT CARD,2017-06-01T06:58:01.000,2017-06-01T14:00:00.000,NS,12
3804810_11_06012017065801,684-04097,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:58:01.000,2017-06-01T15:20:09.000,NS,7.92
3804998_11_06012017065801,701-01050,VAN NESS AVE 100,CREDIT CARD,2017-06-01T06:58:01.000,2017-06-01T11:00:00.000,NS,2
125649008_4_06012017065805,666-06250,SUTTER ST 600,SMART CARD,2017-06-01T06:58:05.000,2017-06-01T07:44:01.000,NS,2.75
125648992_4_06012017065812,606-06200,PINE ST 600,CREDIT CARD,2017-06-01T06:58:12.000,2017-06-01T09:00:00.000,NS,6.5
125648999_4_06012017065813,568-14020,MISSION ST 1400,CREDIT CARD,2017-06-01T06:58:13.000,2017-06-01T08:32:19.000,NS,1
125648998_4_06012017065814,218-34210,18TH ST 3400,CREDIT CARD,2017-06-01T06:58:14.000,2017-06-01T11:00:00.000,NS,2.5
125648995_4_06012017065818,470-01110,HOWARD ST 100,CREDIT CARD,2017-06-01T06:58:18.000,2017-06-01T08:40:00.000,NS,5
125649012_4_06012017065820,402-01060,ELM ST 100,CASH,2017-06-01T06:58:20.000,2017-06-01T09:48:01.000,NS,2.6
125649011_4_06012017065831,562-24190,MASON ST 2400,CASH,2017-06-01T06:58:31.000,2017-06-01T09:36:01.000,NS,0.3
125649013_4_06012017065831,202-02260,02ND ST 200,SMART CARD,2017-06-01T06:58:31.000,2017-06-01T11:00:01.000,NS,7
125649002_4_06012017065835,470-11650,HOWARD ST 1100,CREDIT CARD,2017-06-01T06:58:35.000,2017-06-01T09:04:37.000,NS,0.25
125649006_4_06012017065851,600-04370,PACIFIC AVE 400,CREDIT CARD,2017-06-01T06:58:51.000,2017-06-01T09:00:00.000,NS,6.5
3804407_11_06012017065901,684-04499,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:59:01.000,2017-06-01T17:00:00.000,NS,10
3804786_11_06012017065901,500-03180,JACKSON ST 300,CASH,2017-06-01T06:59:01.000,2017-06-01T10:00:00.000,NS,2.5
125649005_4_06012017065905,470-16100,HOWARD ST 1600,CREDIT CARD,2017-06-01T06:59:05.000,2017-06-01T11:00:00.000,NS,4.5
125649007_4_06012017065905,359-01120,CLAY ST 100,CREDIT CARD,2017-06-01T06:59:05.000,2017-06-01T09:28:15.000,NS,10.5
125649010_4_06012017065909,720-05120,WASHINGTON ST 500,CREDIT CARD,2017-06-01T06:59:09.000,2017-06-01T11:00:00.000,NS,14
125649009_4_06012017065914,368-01080,CYRIL MAGNIN ST 100,CREDIT CARD,2017-06-01T06:59:14.000,2017-06-01T09:00:00.000,NS,7.5
125649020_4_06012017065919,563-01320,MCALLISTER ST 100,CASH,2017-06-01T06:59:19.000,2017-06-01T07:42:29.000,NS,2.3
125649015_4_06012017065922,386-02140,DRUMM ST 200,CREDIT CARD,2017-06-01T06:59:22.000,2017-06-01T07:28:00.000,NS,1.75
125649014_4_06012017065926,208-01330,08TH ST 100,CREDIT CARD,2017-06-01T06:59:26.000,2017-06-01T10:55:24.000,NS,6.25
125649016_4_06012017065926,658-02110,SPEAR ST 200,CREDIT CARD,2017-06-01T06:59:26.000,2017-06-01T11:00:00.000,NS,10
125649027_4_06012017065926,720-00240,WASHINGTON ST 0,SMART CARD,2017-06-01T06:59:26.000,2017-06-01T07:13:52.000,NS,0.75
125649017_4_06012017065937,650-08330,SACRAMENTO ST 800,CREDIT CARD,2017-06-01T06:59:37.000,2017-06-01T07:18:28.000,NS,1
125649034_4_06012017065949,470-11650,HOWARD ST 1100,CREDIT CARD,2017-06-01T06:59:49.000,2017-06-01T09:09:14.000,AT,0.25
125649018_4_06012017065950,568-26270,MISSION ST 2600,CREDIT CARD,2017-06-01T06:59:50.000,2017-06-01T13:00:00.000,NS,10.25
125649019_4_06012017065955,447-01030,GREENWICH ST 100,CREDIT CARD,2017-06-01T06:59:55.000,2017-06-01T08:27:42.000,NS,4.75
125649024_4_06012017065959,444-03590,GRANT AVE 300,CREDIT CARD,2017-06-01T06:59:59.000,2017-06-01T08:00:00.000,NS,3.75
282753233_9_06012017070000,201-02100,01ST ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,4.5
282753587_9_06012017070000,606-06400,PINE ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:20:00.000,NS,4.33
282755941_9_06012017070000,562-06260,MASON ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,7.5
282756275_9_06012017070000,326-02320,BEACH ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:30:00.000,NS,1.5
282769935_9_06012017070000,865-02050,STEUART ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T10:00:00.000,NS,7.5
282779258_9_06012017070000,720-06140,WASHINGTON ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,7.5
282788979_9_06012017070000,470-06600,HOWARD ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,4.5
282791201_9_06012017070000,350-06040,CALIFORNIA ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:20:00.000,NS,5
282792553_9_06012017070000,470-08230,HOWARD ST 800,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,6.5
282794669_9_06012017070000,865-02010,STEUART ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T14:00:00.000,NS,19.5
282805263_9_06012017070000,701-02220,VAN NESS AVE 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,3
282805718_9_06012017070000,202-00510,02ND ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T14:00:00.000,NS,5.25
282807771_9_06012017070000,658-00486,SPEAR ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T14:00:00.000,NS,3.85
282810196_9_06012017070000,701-01170,VAN NESS AVE 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,2
282818928_9_06012017070000,202-02230,02ND ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,7
282820095_9_06012017070000,447-01340,GREENWICH ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T12:00:00.000,NS,3.25
282820958_9_06012017070000,606-03450,PINE ST 300,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:30:00.000,NS,1.88
282824673_9_06012017070000,202-02040,02ND ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T15:00:00.000,NS,3.6
282824954_9_06012017070000,359-03280,CLAY ST 300,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:30:00.000,NS,8.13
282827813_9_06012017070000,336-07390,BUSH ST 700,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:30:00.000,NS,1.88
282829076_9_06012017070000,380-01170,DAVIS ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,7.5
282829194_9_06012017070000,470-05730,HOWARD ST 500,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T10:00:00.000,NS,11.25
282830354_9_06012017070000,831-02080,EMBARCADERO SOUTH 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T13:40:00.000,NS,23.33
282830674_9_06012017070000,501-01081,JESSIE ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T18:00:00.000,NS,6.05
282830901_9_06012017070000,831-02060,EMBARCADERO SOUTH 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T13:40:00.000,NS,23.33
282831396_9_06012017070000,701-02240,VAN NESS AVE 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,3
282832041_9_06012017070000,501-01082,JESSIE ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T15:00:00.000,NS,4.4
282832361_9_06012017070000,202-02180,02ND ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T15:00:00.000,NS,3.6
282832700_9_06012017070000,201-02150,01ST ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,9
282834527_9_06012017070000,470-05770,HOWARD ST 500,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,15
282834951_9_06012017070000,202-03520,02ND ST 300,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:00:00.000,NS,3
282835300_9_06012017070000,651-00003,SANSOME ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,3
282835816_9_06012017070000,614-07140,POST ST 700,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:30:00.000,NS,1.12
282836061_9_06012017070000,821-05230,BEALE ST 500,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:45:00.000,NS,1.5
282836221_9_06012017070000,720-05270,WASHINGTON ST 500,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T15:00:00.000,NS,2.8
282836519_9_06012017070000,359-04140,CLAY ST 400,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T10:30:00.000,NS,16.63
282836669_9_06012017070000,386-02200,DRUMM ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T11:00:00.000,NS,15
282836676_9_06012017070000,568-01070,MISSION ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:40:00.000,NS,5.42
282836768_9_06012017070000,470-01330,HOWARD ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T15:00:00.000,NS,4.4
282836772_9_06012017070000,411-00070,FELL ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T17:00:00.000,NS,3.5
282837295_9_06012017070000,411-00120,FELL ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:30:00.000,NS,0.75
282837417_9_06012017070000,720-08160,WASHINGTON ST 800,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,6.5
282837700_9_06012017070000,447-01420,GREENWICH ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,6.5
282838132_9_06012017070000,568-00480,MISSION ST 0,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:10:00.000,NS,3.79
282838144_9_06012017070000,720-05530,WASHINGTON ST 500,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T17:35:00.000,NS,3.7
282839257_9_06012017070000,201-02420,01ST ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T10:00:00.000,NS,6.75
282839334_9_06012017070000,201-02320,01ST ST 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,4.5
282839361_9_06012017070000,568-13320,MISSION ST 1300,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:00:00.000,NS,3.25
282839761_9_06012017070000,651-07020,SANSOME ST 700,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:45:00.000,NS,2.44
282839917_9_06012017070000,600-02030,PACIFIC AVE 200,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,6.5
282839919_9_06012017070000,701-06230,VAN NESS AVE 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,6.5
282840017_9_06012017070000,562-01050,MASON ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T09:00:00.000,NS,7.5
282840159_9_06012017070000,447-01050,GREENWICH ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:20:00.000,NS,4.33
282840321_9_06012017070000,570-03650,MINNA ST 300,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:00:00.000,NS,3.25
282840344_9_06012017070000,562-06060,MASON ST 600,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T07:25:00.000,NS,1.56
282840486_9_06012017070000,582-01490,NEW MONTGOMERY ST 100,PAY BY CELL,2017-06-01T07:00:00.000,2017-06-01T08:00:00.000,NS,3.75
125649021_4_06012017070001,815-13020,BATTERY ST 1300,CREDIT CARD,2017-06-01T07:00:01.000,2017-06-01T11:30:01.000,NS,13.5
282840443_9_06012017070001,211-00420,11TH ST 0,PAY BY CELL,2017-06-01T07:00:01.000,2017-06-01T09:00:01.000,NS,6.5
3804392_11_06012017070001,580-01270,NATOMA ST 100,CREDIT CARD,2017-06-01T07:00:01.000,2017-06-01T08:00:00.000,NS,0.65
3804408_11_06012017070001,684-04615,TOWNSEND ST 400,CREDIT CARD,2017-06-01T07:00:01.000,2017-06-01T12:00:00.000,NS,3.75
3804524_11_06012017070001,202-02200,02ND ST 200,CREDIT CARD,2017-06-01T07:00:01.000,2017-06-01T17:00:00.000,NS,4.5
3804620_11_06012017070001,720-05330,WASHINGTON ST 500,CREDIT CARD,2017-06-01T07:00:01.000,2017-06-01T16:00:00.000,NS,3.15
125649045_4_06012017070005,844-00060,HOWARD ST 0,CASH,2017-06-01T07:00:05.000,2017-06-01T07:17:14.000,NS,1
125649022_4_06012017070008,202-03560,02ND ST 300,CREDIT CARD,2017-06-01T07:00:08.000,2017-06-01T08:20:08.000,NS,4
125649023_4_06012017070014,500-05020,JACKSON ST 500,CREDIT CARD,2017-06-01T07:00:14.000,2017-06-01T08:46:24.000,NS,5.75
282840504_9_06012017070016,563-03260,MCALLISTER ST 300,PAY BY CELL,2017-06-01T07:00:16.000,2017-06-01T16:00:16.000,NS,3.15
125649046_4_06012017070021,844-00060,HOWARD ST 0,CASH,2017-06-01T07:00:21.000,2017-06-01T07:21:32.000,AT,0.25
125649025_4_06012017070026,920-00030,SF General Hospital Lot,CREDIT CARD,2017-06-01T07:00:26.000,2017-06-01T10:00:26.000,NS,9.75
125649026_4_06012017070026,211-00500,11TH ST 0,CREDIT CARD,2017-06-01T07:00:26.000,2017-06-01T08:18:54.000,NS,4.25
125649038_4_06012017070027,568-10800,MISSION ST 1000,CASH,2017-06-01T07:00:27.000,2017-06-01T07:14:18.000,NS,0.75
125649039_4_06012017070030,422-07450,FRONT ST 700,CREDIT CARD,2017-06-01T07:00:30.000,2017-06-01T07:42:03.000,NS,2.25
125649043_4_06012017070030,700-12050,VALENCIA ST 1200,CASH,2017-06-01T07:00:30.000,2017-06-01T09:16:23.000,NS,0.75
125649028_4_06012017070031,336-06170,BUSH ST 600,CREDIT CARD,2017-06-01T07:00:31.000,2017-06-01T09:00:31.000,NS,7.5
282840560_9_06012017070034,209-00200,09TH ST 0,PAY BY CELL,2017-06-01T07:00:34.000,2017-06-01T07:10:34.000,NS,0.54
125649050_4_06012017070036,470-05760,HOWARD ST 500,CASH,2017-06-01T07:00:36.000,2017-06-01T08:26:25.000,AT,2.45
125649029_4_06012017070037,202-03450,02ND ST 300,CREDIT CARD,2017-06-01T07:00:37.000,2017-06-01T08:00:37.000,NS,3
125649031_4_06012017070038,684-01520,TOWNSEND ST 100,CREDIT CARD,2017-06-01T07:00:38.000,2017-06-01T15:06:40.000,NS,2.75
125649047_4_06012017070039,568-00350,MISSION ST 0,CASH,2017-06-01T07:00:39.000,2017-06-01T07:36:39.000,NS,1.95
125649035_4_06012017070041,440-00180,GEARY ST 0,CREDIT CARD,2017-06-01T07:00:41.000,2017-06-01T10:00:41.000,NS,11.25
125649030_4_06012017070043,470-11650,HOWARD ST 1100,CREDIT CARD,2017-06-01T07:00:43.000,2017-06-01T09:13:51.000,AT,0.25
282840788_9_06012017070043,470-06730,HOWARD ST 600,PAY BY CELL,2017-06-01T07:00:43.000,2017-06-01T11:00:43.000,NS,9
125649032_4_06012017070044,350-09290,CALIFORNIA ST 900,CREDIT CARD,2017-06-01T07:00:44.000,2017-06-01T07:30:44.000,NS,1.13
125654545_4_06012017070044,606-03330,PINE ST 300,CREDIT CARD,2017-06-01T07:00:44.000,2017-06-01T09:00:44.000,NS,7.5
125649033_4_06012017070049,470-11270,HOWARD ST 1100,CREDIT CARD,2017-06-01T07:00:49.000,2017-06-01T11:00:00.000,NS,6.5
282840635_9_06012017070049,211-00360,11TH ST 0,PAY BY CELL,2017-06-01T07:00:49.000,2017-06-01T09:00:49.000,NS,6.5
125649048_4_06012017070051,563-04300,MCALLISTER ST 400,CASH,2017-06-01T07:00:51.000,2017-06-01T07:35:09.000,NS,1
125649036_4_06012017070054,600-03050,PACIFIC AVE 300,CREDIT CARD,2017-06-01T07:00:54.000,2017-06-01T09:00:54.000,NS,6.5
125649041_4_06012017070054,418-01030,FOLSOM ST 100,CREDIT CARD,2017-06-01T07:00:54.000,2017-06-01T09:04:00.000,NS,0.25
282840666_9_06012017070055,470-00540,HOWARD ST 0,PAY BY CELL,2017-06-01T07:00:55.000,2017-06-01T08:00:55.000,NS,4
125649037_4_06012017070056,330-05450,BRANNAN ST 500,CREDIT CARD,2017-06-01T07:00:56.000,2017-06-01T15:00:00.000,NS,12
125649055_4_06012017070100,905-00210,Castro Theater Lot,CASH,2017-06-01T07:01:00.000,2017-06-01T09:26:41.000,NS,1
3804402_11_06012017070101,651-00580,SANSOME ST 0,CREDIT CARD,2017-06-01T07:01:01.000,2017-06-01T15:01:00.000,NS,6
3804600_11_06012017070101,891-00190,Pier 52 Lot,CREDIT CARD,2017-06-01T07:01:01.000,2017-06-01T22:00:00.000,NS,12.25
3804720_11_06012017070101,444-00320,GRANT AVE 0,CREDIT CARD,2017-06-01T07:01:01.000,2017-06-01T10:01:00.000,NS,1.95
3805001_11_06012017070101,701-01090,VAN NESS AVE 100,CREDIT CARD,2017-06-01T07:01:01.000,2017-06-01T11:01:00.000,NS,2
125649040_4_06012017070105,324-05100,BATTERY ST 500,CREDIT CARD,2017-06-01T07:01:05.000,2017-06-01T11:01:05.000,NS,14
125649042_4_06012017070105,720-00010,WASHINGTON ST 0,CREDIT CARD,2017-06-01T07:01:05.000,2017-06-01T11:01:05.000,NS,13
125649044_4_06012017070116,700-12050,VALENCIA ST 1200,CASH,2017-06-01T07:01:16.000,2017-06-01T09:38:13.000,AT,1
125649069_4_06012017070118,336-06170,BUSH ST 600,CREDIT CARD,2017-06-01T07:01:18.000,2017-06-01T09:01:18.000,AT,0.25
125649064_4_06012017070120,815-13130,BATTERY ST 1300,CASH,2017-06-01T07:01:20.000,2017-06-01T07:46:20.000,NS,2.25
125649051_4_06012017070130,720-00190,WASHINGTON ST 0,CREDIT CARD,2017-06-01T07:01:30.000,2017-06-01T11:01:30.000,NS,13
125649052_4_06012017070139,666-00370,SUTTER ST 0,CREDIT CARD,2017-06-01T07:01:39.000,2017-06-01T11:01:39.000,NS,15
125649049_4_06012017070140,204-11420,04TH ST 1100,CREDIT CARD,2017-06-01T07:01:40.000,2017-06-01T13:00:00.000,NS,6
125649054_4_06012017070143,422-01030,FRONT ST 100,CREDIT CARD,2017-06-01T07:01:43.000,2017-06-01T16:41:43.000,NS,7.25
125649062_4_06012017070143,330-05450,BRANNAN ST 500,CASH,2017-06-01T07:01:43.000,2017-06-01T15:26:01.000,AT,0.65
125649053_4_06012017070154,821-05620,BEALE ST 500,CREDIT CARD,2017-06-01T07:01:54.000,2017-06-01T10:46:54.000,NS,7.5
282841079_9_06012017070156,818-01360,BRANNAN ST 100,PAY BY CELL,2017-06-01T07:01:56.000,2017-06-01T09:01:56.000,NS,4
125649063_4_06012017070158,720-05160,WASHINGTON ST 500,CASH,2017-06-01T07:01:58.000,2017-06-01T08:02:50.000,NS,3.55
125649056_4_06012017070200,209-00220,09TH ST 0,CREDIT CARD,2017-06-01T07:02:00.000,2017-06-01T07:29:42.000,NS,1.5
125649058_4_06012017070200,869-05540,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T07:02:00.000,2017-06-01T14:00:00.000,NS,6.25
3804563_11_06012017070201,561-00258,MAIN ST 0,CREDIT CARD,2017-06-01T07:02:01.000,2017-06-01T16:42:00.000,NS,4.35
125649057_4_06012017070203,826-06590,DELANCEY ST 600,CREDIT CARD,2017-06-01T07:02:03.000,2017-06-01T07:09:33.000,NS,0.25
125649065_4_06012017070204,815-13130,BATTERY ST 1300,CASH,2017-06-01T07:02:04.000,2017-06-01T08:38:20.000,AT,2.6
125649066_4_06012017070204,350-04160,CALIFORNIA ST 400,SMART CARD,2017-06-01T07:02:04.000,2017-06-01T07:20:00.000,NS,1.12
125649059_4_06012017070205,658-04050,SPEAR ST 400,CREDIT CARD,2017-06-01T07:02:05.000,2017-06-01T09:07:30.000,NS,0.25
282841189_9_06012017070205,501-01030,JESSIE ST 100,PAY BY CELL,2017-06-01T07:02:05.000,2017-06-01T08:02:05.000,NS,3.75
125649067_4_06012017070212,720-00140,WASHINGTON ST 0,CASH,2017-06-01T07:02:12.000,2017-06-01T08:42:49.000,NS,5.45
125649060_4_06012017070217,470-05530,HOWARD ST 500,CREDIT CARD,2017-06-01T07:02:17.000,2017-06-01T11:02:17.000,NS,15
125649073_4_06012017070219,663-15020,STEINER ST 1500,CASH,2017-06-01T07:02:19.000,2017-06-01T16:00:01.000,NS,6
282841190_9_06012017070219,447-01100,GREENWICH ST 100,PAY BY CELL,2017-06-01T07:02:19.000,2017-06-01T09:02:19.000,NS,6.5
125649070_4_06012017070220,650-08370,SACRAMENTO ST 800,CASH,2017-06-01T07:02:20.000,2017-06-01T07:48:30.000,NS,2.5
125649061_4_06012017070221,568-01130,MISSION ST 100,CREDIT CARD,2017-06-01T07:02:21.000,2017-06-01T11:02:21.000,NS,13
125649068_4_06012017070244,562-24200,MASON ST 2400,CREDIT CARD,2017-06-01T07:02:44.000,2017-06-01T12:07:30.000,NS,1.75
125649078_4_06012017070253,350-07370,CALIFORNIA ST 700,CASH,2017-06-01T07:02:53.000,2017-06-01T07:04:44.000,NS,0.1
125649082_4_06012017070253,470-00720,HOWARD ST 0,CASH,2017-06-01T07:02:53.000,2017-06-01T07:50:53.000,NS,3.2
125649071_4_06012017070254,463-01370,HAWTHORNE ST 100,CREDIT CARD,2017-06-01T07:02:54.000,2017-06-01T14:42:00.000,NS,15.75
282841405_9_06012017070259,210-00580,10TH ST 0,PAY BY CELL,2017-06-01T07:02:59.000,2017-06-01T09:02:59.000,NS,6.5
